INSTNM,CITY,STABBR,PREDDEG,ADDR
Gwinnett College,Raleigh,NC,1,"3200 Spring Forest Road, Suite 214"
Fortis College-Foley,Foley,AL,1,"200 East Laurel Avenue"
Medical Training College,Baton Rouge,LA,1,"10525 Plaza Americana Drive"
Toni & Guy Hairdressing Academy-Plano,Plano,TX,1,"1921 Preston Road #2022"
University of Connecticut-Waterbury Campus,Waterbury,CT,3,"99 East Main Street"
University of Connecticut-Avery Point,Groton,CT,3,"1084 Shennecossett Rd"
University of Connecticut-Stamford,Stamford,CT,3,"One University Place"
University of Management and Technology,Arlington,VA,3,"1901 Fort Myer Drive, Suite 700"
Baton Rouge Community College,Baton Rouge,LA,1,"201 Community College Drive"
IYRS School of Technology & Trades,Newport,RI,1,"449 Thames St"
Linfield University-School of Nursing,Portland,OR,3,"2900 NE 132nd Avenue"
Linfield University-Online and Continuing Education,McMinnville,OR,3,"900 SE Baker Street"
Midwest Technical Institute-Illinois,Springfield,IL,1,"2731 Farmers Market Road"
Advanced Barber College and Hair Design,Weslaco,TX,1,"2818 S International"
The College of Health Care Professions-Austin,Austin,TX,1,"6330 E. Highway 290 Suite 180"
New Community Career & Technical Institute,Newark,NJ,1,"274 South Orange Avenue"
Chicago School of Professional Psychology-College of Nursing,Richardson,TX,1,"2101 Waterview Pkwy"
Professional Golfers Career College,Temecula,CA,2,"26109 Ynez Road"
Chester Career College,CHESTER,VA,1,"751 WEST HUNDRED ROAD"
Milan Institute-San Antonio Ingram,San Antonio,TX,1,"6804 Ingram Road"
Rudae's School of Beauty Culture-Ft Wayne,Fort Wayne,IN,1,"5317 Coldwater Rd Coldwater Crossing"
Carrington College-San Jose,San Jose,CA,1,"5883 Rue Ferrari #125"
Brookline College-Tucson,Tucson,AZ,1,"300 S. Craycroft Rd Suite 100"
Miller-Motte College-McCann-Lewisburg,Lewisburg,PA,2,"7495 Westbranch Hwy"
Carrington College-Pleasant Hill Campus,Pleasant Hill,CA,2,"380 Civic Drive, Suite 300"
Cortiva Institute,Maitland,FL,1,"2600 Lake Lucien Drive   Suite#240"
Modern Hairstyling Institute-Carolina,Carolina,PR,1,"Carretera 887 Km 0.9 Barrio Martin Gonzalez Victoria Park"
Stratford University,Alexandria,VA,3,"2900 Eisenhower Avenue"
Universal Technical Institute of California Inc,Rancho Cucamonga,CA,2,"9494 Haven Avenue"
American InterContinental University-Atlanta,Atlanta,GA,3,"6600 Peachtree Dunwoody Road, 500 Embassy Row"
The Academy of Hair Design Six,Hattiesburg,MS,1,"5912 US Hwy 49"
Eastern West Virginia Community and Technical College,Moorefield,WV,2,"316 Eastern Drive"
Aviation Institute of Maintenance-Indianapolis,Indianapolis,IN,1,"7251 W. McCarty St."
IVAEM College,Caguas,PR,1,"14 Calle Intendente Ramirez"
Midwest College of Oriental Medicine-Skokie,Skokie,IL,4,"8950 Gross Point Rd. Suite 400"
Carrington College-Spokane,Spokane,WA,1,"10102 E. Knox Ave., Ste. 200"
Cascadia College,Bothell,WA,2,"18345 Campus Way NE"
CBD College,Los Angeles,CA,2,"3699 Wilshire Blvd., Fourth Floor"
East West College of Natural Medicine,Sarasota,FL,4,"3808 N. Tamiami Tr"
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL,3,"100 E Broward Blvd, Suite 100"
MDT College of Health Sciences,Chicago,IL,1,"25 East Washington, #200"
Bennett Career Institute,Washington,DC,1,"700 Monroe Street N.E."
Blue Cliff College-Lafayette,Lafayette,LA,1,"120 James Comeaux Rd."
Quest College,San Antonio,TX,1,"5430 Fredericksburg Rd Ste 310"
Community Care College,Tulsa,OK,1,"4242 South Sheridan"
Erie 1 BOCES,West Seneca,NY,1,"355 Harlem Rd"
HDS Truck Driving Institute,Tucson,AZ,1,"6251 S. Wilmot Road"
International Training Careers,Miami,FL,1,"7360 SW 24th Street  Suite 31"
The King's University,Southlake,TX,3,"2121 E. Southlake Boulevard"
Fortis College-Baton Rouge,Baton Rouge,LA,1,"14111 Airline Hwy, Suite 101"
My Le's Beauty College,Sacramento,CA,1,"4516 Florin Road"
New Concept Massage and Beauty School,Miami,FL,1,"1164 SW 67 Ave"
New York College of Traditional Chinese Medicine,Mineola,NY,4,"200 Old Country Road, Suite 500"
Fortis College-Orange Park,Orange Park,FL,1,"700 Blanding Blvd. Suite 16"
Northeastern Seminary,Rochester,NY,4,"2265 Westside Dr"
Omega Institute of Cosmetology,Houma,LA,1,"229 B South Hollywood Rd"
Pacific Islands University,Mangilao,GU,3,"172 Kinney's Road"
PCI College,Cerritos,CA,2,"17215 Studebaker Rd #310"
Rosedale Bible College,Irwin,OH,2,"2270 Rosedale Rd"
Seattle Institute of East Asian Medicine,Seattle,WA,4,"226 South Orcas Street"
Shawnee Beauty College,Shawnee,OK,1,"2024 N Harrison"
Acupuncture and Massage College,Miami,FL,1,"10506 N Kendall Drive"
Upper Valley Educators Institute,Lebanon,NH,4,"194 Dartmouth College Highway"
Keck Graduate Institute,Claremont,CA,4,"535 Watson Dr"
Aviation Institute of Maintenance-Atlanta,Duluth,GA,1,"2025 Satellite Pointe"
Empire Beauty School-Kennesaw,Kennesaw,GA,1,"Town Center Oaks, 2615 George Busbee Parkway, Ste 9"
Missouri College of Cosmetology North,Springfield,MO,1,"3014 E Sunshine St Ste G"
New York Automotive and Diesel Institute,Jamaica,NY,1,"178-18 Liberty Avenue"
Remington College-Baton Rouge Campus,Baton Rouge,LA,1,"4520 South Sherwood Forrest Boulevard"
New Saint Andrews College,Moscow,ID,3,"405 S. Main Street"
Arkansas State University-Newport,Newport,AR,1,"7648 Victory Blvd"
Atenas College,Manati,PR,2,"Paseo del Atenas  #101"
Onondaga Cortland Madison BOCES,Liverpool,NY,1,"Main Campus"
National American University-Ellsworth,Box Elder,SD,3,"223 Main Gate Rd"
Interactive College of Technology,Pasadena,TX,1,"213 W Southmore St    Suite 101"
Pillar College,Newark,NJ,3,"60 Park Place, Suite 701"
Miami Ad School-San Francisco,San Francisco,CA,1,"500 Sansome St, B1"
Oregon State University-Cascades Campus,Bend,OR,3,"1500 SW Chandler Avenue"
Milan Institute-Amarillo,Amarillo,TX,1,"7001 I-40 West"
Southern University Law Center,Baton Rouge,LA,3,"PO Box 9294"
Texas Barber College,Houston,TX,1,"8201 S. Gessner Road, Suite A"
Miller-Motte College-Charleston,Charleston,SC,1,"8085 Rivers Ave., Ste E"
American Career College-Anaheim,Anaheim,CA,1,"1200 N. Magnolia Ave."
Saginaw Chippewa Tribal College,Mount Pleasant,MI,2,"2274 Enterprise Dr"
Richmont Graduate University,Chattanooga,TN,4,"1815 McCallie Ave"
The Seattle School of Theology & Psychology,Seattle,WA,4,"2501 Elliott Avenue"
Northwest College-Hillsboro,Hillsboro,OR,1,"1049 SW Baseline Rd, Suite 500, Building E"
East Valley Institute of Technology,Mesa,AZ,1,"1601 W Main St"
Smith Chason College,Los Angeles,CA,2,"3580 Wilshire Blvd., 4th Floor"
Irell & Manella Graduate School of Biological Sciences at City of Hope,Duarte,CA,4,"1500 East Duarte Road"
Design's School of Cosmetology,Paso Robles,CA,1,"2727 Buena Vista Drive #105"
Ultimate Medical Academy,Clearwater,FL,2,"1255 Cleveland St"
Florida Barber Academy,Plantation,FL,1,"51 N State Road 7"
M-DCPS The English Center,Miami,FL,1,"3501 SW 28 St."
Florida Education Institute,Miami,FL,1,"5818 SW 8th St"
Texas County Technical College,Houston,MO,2,"6915 S Hwy 63"
Aviation Institute of Maintenance-Kansas City,Kansas City,MO,1,"4100 Raytown Road"
Blue Cliff College-Gulfport,Gulfport,MS,1,"12251 Bernard Pkwy"
Institute for Therapeutic Massage,HASKELL,NJ,1,"1069 Ringwood Avenue, Suite 315"
Metropolitan Learning Institute,Rego Park,NY,1,"97-77 Queens Blvd, 9th Floor"
Orleans Niagara BOCES-Practical Nursing Program,Lockport,NY,1,"50 Main Street"
Yeshiva Shaarei Torah of Rockland,Suffern,NY,3,"91 W Carlton Rd"
Leon Studio One School of Beauty Knowledge,Williamsville,NY,1,"5385 Main St"
American Institute of Alternative Medicine,Columbus,OH,1,"6685 Doubletree Ave"
Brown Aveda Institute-Mentor,Mentor,OH,1,"8816 Mentor Ave"
Institute of Technology,Salem,OR,1,"4700 Silverton Road NE"
Susquehanna County Career and Technology Center,Springville,PA,1,"2380 Elk Lake School Road"
Universidad Pentecostal Mizpa,Rio Piedras,PR,2,"Bo Caimito Rd 199 Km 0.3"
Caribbean Forensic and Technical College,San Juan,PR,1,"Ave. Ponce De Leon #1207"
Concorde Career College-Grand Prairie,Grand Prairie,TX,1,"305 W. Interstate 20"
Lamar Institute of Technology,Beaumont,TX,2,"855 E Lavaca"
Aviation Institute of Maintenance-Dallas,Irving,TX,1,"400 E. Airport Freeway"
Healing Mountain Massage School,Salt Lake City,UT,1,"363 South 500 East, Suite 210"
Eastern Virginia Career College,Fredericksburg,VA,2,"10304 Spotsylvania Ave, Suite 400"
Rudy & Kelly Academy A Paul Mitchell Partner School,Virginia Beach,VA,1,"1920 Centerville Turnpike, Suite 114"
Nevada State College,Henderson,NV,3,"1300 Nevada State Drive"
California State University-Channel Islands,Camarillo,CA,3,"1 University Drive"
Franklin W Olin College of Engineering,Needham,MA,3,"1000 Olin Way"
Won Institute of Graduate Studies,Warminster,PA,4,"800 Jacksonville Rd"
Lincoln Technical Institute-Paramus,Paramus,NJ,1,"240 Bergen Town Center"
Pima Medical Institute-Colorado Springs,Colorado Springs,CO,1,"5725 Mark Dabling Blvd, Suite 150"
Birthwise Midwifery School,Bridgton,ME,1,"24 South High Street"
Paul Mitchell the School-Costa Mesa,Costa Mesa,CA,1,"3309 Hyland Ave., Suite J"
Ave Maria School of Law,Naples,FL,4,"1025 Commons Circle"
Tulsa Welding School-Jacksonville,Jacksonville,FL,1,"3500 Southside Blvd"
Pennsylvania College of Health Sciences,Lancaster,PA,2,"850 Greenfield Road"
West Virginia Junior College-Bridgeport,Bridgeport,WV,2,"176 Thompson Dr."
St Louis College of Health Careers-Fenton,Fenton,MO,1,"1297 North Highway Drive"
Interactive College of Technology-Gainesville,Gainesville,GA,2,"2323-C Browns Bridge Rd"
San Joaquin Valley College-Ontario,Ontario,CA,1,"4580 Ontario Mills Parkway"
Alaska Christian College,Soldotna,AK,2,"35109 Royal Place"
University of Arkansas Grantham,LIttle Rock,AR,3,"2402 N University Ave"
Carrington College-Albuquerque,Albuquerque,NM,1,"1001 Menaul Blvd. N.E."
NASCAR Technical Institute,Mooresville,NC,1,"220 Byers Creek Road"
University of the Potomac-VA Campus,FALLS CHURCH,VA,3,"7799 LEESBURG PIKE"
Milan Institute-Palm Desert,Palm Desert,CA,1,"75-030 Gerald Ford Drive, Suite 203"
Tohono O'odham Community College,Sells,AZ,2,"Highway 86, Mile Post 125.5"
Edward Via College of Osteopathic Medicine,Blacksburg,VA,4,"2265 Kraft Dr"
Pacific College of Health and Science,Chicago,IL,1,"65 East Wacker Place, 21st fl"
Southwest Institute of Healing Arts,Tempe,AZ,1,"1538 E. Southern Ave"
InterCoast Colleges-Riverside,Riverside,CA,1,"21840 Van Buren Blvd"
University of Antelope Valley,Lancaster,CA,1,"44055 Sierra Highway"
Birthingway College of Midwifery,Beaverton,OR,3,"4997 SW Normandy Place"
Brighton Center's Center for Employment Training,Newport,KY,1,"601 Washington Ave., Suite 140"
California Healing Arts College,Carson,CA,1,"500 East Carson Plaza Drive, Suite 103"
Dallas Barber & Stylist College,Dallas,TX,1,"9357 Forest Lane"
NorthShore University HealthSystem School of Nurse Anesthesia,Evanston,IL,4,"2650 Ridge Ave, Rm G603C"
Faith International University,Tacoma,WA,3,"3504 N Pearl St"
Family of Faith Christian University,Shawnee,OK,4,"30 Kinville"
Hood Theological Seminary,Salisbury,NC,4,"1810 Lutheran Synod Drive"
Colegio Educativo Tecnologico Industrial Inc,Arecibo,PR,1,"#68 Calle Puro Girau"
International Technological University,Santa Clara,CA,4,"3120 Scott Blvd"
Irene's Myomassology Institute,Southfield,MI,1,"26061 Franklin Road"
Jay's Technical Institute,Houston,TX,1,"11910 Fondren Meadow"
NTMA Training Centers of Southern California,Santa Fe Springs,CA,1,"12131 Telegraph Road"
P C Age-Jersey City,Jersey City,NJ,1,"2815 Kennedy Blvd, 3rd Floor"
PC AGE-Metropark,Iselin,NJ,1,"120 Wood Avenue South Suite 511"
Hollywood Institute,Margate,FL,1,"5000-C Coconut Creek Parkway"
South Florida Institute of Technology,Miami,FL,1,"720 NW 27th Avenue, 2nd Floor"
Southeastern College-Charleston,North Charleston,SC,1,"2431 Aviation Avenue, Suite 703"
Tigi Hairdressing Academy-Colorado Springs,Colorado Springs,CO,1,"5125 North Academy Blvd."
Trend Barber College,Houston,TX,1,"8250 W Bellfort"
Valley Grande Institute for Academic Studies,Weslaco,TX,1,"345 S. Texas Blvd."
West Coast University-Los Angeles,North Hollywood,CA,3,"12215 Victory Boulevard"
Williamson Christian College,Franklin,TN,3,"274 Mallory Station Rd."
Triangle Tech Inc-Sunbury,Sunbury,PA,2,"191 Performance Road"
DigiPen Institute of Technology,Redmond,WA,3,"9931 Willows Rd NE"
Pierpont Community and Technical College,Fairmont,WV,2,"500 Galliher Drive"
Dewey University-Hato Rey,Hato Rey,PR,3,"Barbosa Ave #427 3rd Floor - Malco Bldg"
InterCoast Colleges-West Covina,W. Covina,CA,1,"2235 East Garvey Ave. North"
American College of Healthcare Sciences,Portland,OR,1,"5005 S. Macadam Ave"
Colorado Media School,Denver,CO,1,"4380 S. Syracuse St. Suite 400"
Paul Mitchell the School-Rhode Island,Cranston,RI,1,"30 Chapel View Blvd., Suite 100"
Miller-Motte College-Chattanooga,Chattanooga,TN,1,"6397 Lee Highway, Suite 100"
Milan Institute-Sparks,Sparks,NV,1,"950 Industrial Way"
Interactive College of Technology,Houston,TX,2,"16801 Greenspoint Park Drive Suite 150"
Bexley Hall Seabury Western Theological Seminary Federation Inc.,Chicago,IL,4,"1407 East 60th Street"
Altierus Career College-Norcross,Norcross,GA,1,"1750 Beaver Ruin Rd-Ste 500"
Strayer University-Tennessee,Memphis,TN,3,"2650 Thousand Oaks Blvd Ste 1120"
Strayer University-Pennsylvania,Trevose,PA,3,"3800 Horizon Blvd Ste 100"
Charlie's Guard-Detective Bureau and Academy Inc,Aguadilla,PR,1,"Road 107 Km 3.1 Bo. Borinquen"
PCI Academy-Plymouth,Plymouth,MN,1,"4315 Peony Lane N"
Creative Images Institute of Cosmetology-South Dayton,Dayton,OH,1,"568 Miamisburg-Centerville Rd"
Brookline College-Albuquerque,Albuquerque,NM,3,"4201 Central Ave NW-Ste J"
Byzantine Catholic Seminary of Saints Cyril and Methodius,Pittsburgh,PA,4,"3605 Perrysville Avenue"
Northcentral University,San Diego,CA,3,"9388 Lightwave Avenue"
Bayamon Community College,Bayamon,PR,1,"17 Maceo St"
Folsom Lake College,Folsom,CA,2,"10 College Parkway"
LeGrand Institute of Cosmetology Inc,Camden,SC,1,"2418 Broad St"
Hussian College-Daymar College Murfreesboro,Murfreesboro,TN,2,"855 W. College Street, Suite H"
Cambridge Technical Institute,Caguas,PR,1,"Urb. Bonneville Terrace A-16  Ave. Degetau"
Empire Beauty School-Midlothian,Midlothian,VA,1,"10807 Hull Street Rd"
Empire Beauty School-Owings Mills,Owings Mills,MD,1,"9616 Reisterstown Rd, Suite 105"
Empire Beauty School-West Mifflin,West Mifflin,PA,1,"2394 Mountainview Dr"
ATI College-Whittier,Whitter,CA,3,"15141 Whittier Blvd Suite 420"
Advance Science International College,Miami Lakes,FL,2,"5190 nw 167 st STE 200"
ATA College,El Cajon,CA,1,"1810 Gillespie Way, Suite 104"
American Advanced Technicians Institute,Hialeah,FL,1,"6801 W 20th St"
Baptist University of the Americas,San Antonio,TX,3,"2418 W. Ansley Blvd."
The Beauty Institute,West  Palm Beach,FL,1,"2215 N Military Trl suite I"
Beis Medrash Heichal Dovid,Far Rockaway,NY,3,"211 Beach Seventeenth Street"
Blue Cliff Career College,Mobile,AL,1,"2970 Cottage Hill Rd., Suite 175"
Career Beauty College,Lawrenceburg,TN,1,"113 South Military Avenue"
Paul Mitchell the School-Gastonia,Gastonia,NC,1,"284 E Garrison Blvd"
CES College,Burbank,CA,1,"401 S. Glenoaks Blvd. Suite 211"
Stellar Career College,Modesto,CA,1,"4300 Sisk Rd"
Auguste Escoffier School of Culinary Arts-Austin,Austin,TX,2,"6020-B Dillard Circle"
Culinary Institute Inc,Houston,TX,1,"7070 Allensby"
Escuela Hotelera de San Juan,Hato Rey,PR,1,"229 Guayama St"
Orion Institute,Perrysburg,OH,1,"340 Three Meadows Drive"
Moore Career College,Baton Rouge,LA,1,"14141 Airline Highway, Building 1, Suite X"
Industrial Technical College,Humacao,PR,1,"Francisco Vega No. 15"
Institute of Clinical Acupuncture & Oriental Med,Honolulu,HI,4,"100 N. Beretania Street, Suite 203B"
Gwinnett College-Marietta Campus,Marietta,GA,1,"1130 Northchase Pkwy, Ste 100"
Leston College,Bayamon,PR,1,"Calle Dr Veve #52"
Charlotte Christian College and Theological Seminary,Charlotte,NC,3,"7520 East Independence Blvd, Suite 100"
Nightingale College,Salt Lake City,UT,3,"175 S Main St Suite 400"
Omnitech Institute,EAST POINT,GA,1,"1000 CENTRE PARKWAY SUITE 180"
PITC Institute,Wyncote,PA,2,"827 Glenside Ave"
Skinworks School of Advanced Skincare,Salt Lake City,UT,1,"2121 South 230 East"
Southeastern College-Columbia,Columbia,SC,1,"581 Columbia Mall Boulevard"
Technical Learning Centers Inc,Washington,DC,1,"1220 19th St. Suite 100"
Turning Point Beauty College,Casa Grande,AZ,1,"580 n camino mercado"
Unitech Training Academy-Lafayette,Lafayette,LA,1,"3253 Ambassador Caffery"
Mountwest Community and Technical College,Huntington,WV,2,"One Mountwest Way"
American InterContinental University,Chandler,AZ,3,"2200 E Germann Rd"
Toyota Technological Institute at Chicago,Chicago,IL,4,"6045 S. Kenwood Avenue"
American InterContinental University-Houston,Houston,TX,3,"9999 Richmond Avenue"
University of California-Merced,Merced,CA,3,"5200 North Lake Road"
Remington College-North Houston Campus,Houston,TX,1,"11310 Greens Crossing Blvd, Ste 300"
Paul Mitchell the School-Orlando,Oviedo,FL,1,"1285 Oviedo Mall Blvd"
Pima Medical Institute-Las Vegas,Las Vegas,NV,1,"3333 East Flamingo Road"
Remington College-Nashville Campus,Nashville,TN,1,"441 Donelson Pk Ste 150"
Central Methodist University-College of Graduate and Extended Studies,Fayette,MO,3,"411 Central Methodist Square"
North-West College-Riverside,Riverside,CA,1,"4550 La Sierra Ave"
Altierus Career College-Bissonnet,Houston,TX,1,"9700 Bissonnet St-Ste 1400"
Colegio Tecnico de Electricidad Galloza,Aguada,PR,1,"Carr 4416 Km 2.5 Int. Bo Laguna"
Arthur's Beauty College,Conway,AR,1,"2320 Washington Avenue"
Spa Tech Institute-Westboro,Westborough,MA,1,"227 Turnpike Rd.  - Suite 1"
Spa Tech Institute-Plymouth,Plymouth,MA,1,"59 Industrial Park Rd"
Neumont College of Computer Science,Salt Lake City,UT,3,"143 South Main Street"
Johnson & Wales University-Charlotte,Charlotte,NC,3,"Academic Center, 801 West Trade Street"
Roseman University of Health Sciences,Henderson,NV,3,"11 Sunset Way"
Fortis Institute-Port Saint Lucie,Port Saint Lucie,FL,1,"9022 South US Highway 1"
Aviation Institute of Maintenance-Manassas,Manassas,VA,1,"10640 Davidson Place"
Cosmetology School of Arts & Sciences,Burley,ID,1,"485 E 5th st N"
Universal Technical Institute of Pennsylvania Inc,Exton,PA,1,"750 Pennsylvania Drive"
Kenneth Shuler School of Cosmetology-Spartanburg,Spartanburg,SC,1,"1515 John B White SR Blvd"
Kenneth Shuler School of Cosmetology-Columbia,Columbia,SC,1,"7474 Garners Ferry Road"
Divine Mercy University,Sterling,VA,4,"45154 Underwood Lane"
Lincoln Technical Institute-Shelton,Shelton,CT,1,"8 Progress Drive"
Northwest Career College,Las Vegas,NV,1,"7398 Smoke Ranch Road, Ste 100"
Soma Institute-The National School of Clinical Massage Therapy,Chicago,IL,1,"55 E. Jackson Boulevard - Ste 300"
American Academy of Health and Wellness,Roseville,MN,4,"2233 Hamline Ave N, Suite 432"
Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,4,"2856 E Fort Lowell Rd"
Ave Maria University,Ave Maria,FL,3,"5050 Ave Maria Blvd"
CALC Institute of Technology,Alton,IL,1,"200A North Center Dr"
Sutter County Career Training Center,Yuba City,CA,1,"939 Live Oak Blvd"
Cambridge College of Healthcare & Technology,Altamonte Springs,FL,1,"460 E. Altamonte Drive, 3rd Floor"
